PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,STORE_TYPE,POINT_X,POINT_Y,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,GLOBALID
(303) 534-1114,9AM-9PM,YES,541105,44511003,494.0,,2.0,A,,A,ESRI,CS,-104.99688081,39.72253779,LA TIENDITA,79203.0,713 W 4TH AVE,,DENVER,CO,80223,{C1A6E7E4-C8DF-44BC-AFE5-1CC3190BE45F}
,,,,,0.0,,0.0,,,,DEH,CS,-104.99154924,39.7538039,LARIMER ST MARKET,43463.0,2063 LARIMER ST,,DENVER,CO,80202,{702CC304-ABF9-41F0-A734-41A23385F658}
(303) 789-9850,4:30 AM-11PM,NO,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-105.01688085,39.65343779,LIL 'T' FOOD STORES,0.0,2494 W HAMPDEN AVE,,ENGLEWOOD,CO,80110,{435406C6-E827-48E6-870F-BF89B3A7BDBF}
(303) 832-7383,M-SA 8AM-6:30PM; SU 8AM-6PM,YES,541101,44511001,494.0,,2.0,A,,A,ESRI,CS,-104.96683098,39.75318309,LINCOLN MARKET,246287.0,1704 E 25TH AVE,,DENVER,CO,80205,{58F2C7F4-F51D-4A2C-8DD1-5ED26F7BAF58}
(303) 893-3975,,,,,0.0,,0.0,,,,DEH,CS,-104.99833922,39.74994486,MARKET SNACKS,181832.0,1601 MARKET ST,,DENVER,CO,80202,{7D5A47B6-CD70-40FC-A1D6-7CC0F971DB50}
(303) 364-1545,9AM-9PM,YES,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.87896084,39.7402475,MAY CONVENIENT STORE,0.0,9357 E COLFAX AVE,,AURORA,CO,80010,{4FFBB60B-DAB5-4197-AF26-198A9B77BA97}
,,,541101,44511001,741.0,,3.0,A,,A,ESRI,CS,-105.02510508,39.66265005,MINI MARKET,177230.0,2960 S FEDERAL BLVD,,DENVER,CO,80236,{DF7A145B-93A4-4F6C-9905-A99282EC9CAF}
,,,,,0.0,,0.0,,,,DEH,CS,-105.00873547,39.71115619,MINI MART,179914.0,1502 W ALAMEDA AVE,,DENVER,CO,80223,{B585342D-8661-45B9-A6EE-7D6D2B56A1ED}
,,,541105,44511003,988.0,,4.0,A,,A,ESRI,CS,-105.02170504,39.73576248,MINI MART DINER INC,70447.0,1260 DECATUR ST,,DENVER,CO,80204,{FC34D97E-CA70-44EB-80BF-61CBA28F96D9}
(303) 399-3370,M-F 8AM-8PM; SA-SU 1OAM-6PM,YES,541103,44512001,672.0,,3.0,A,,A,ESRI,CS,-104.90816642,39.75089106,MI-T-MART,19937.0,2201 ONEIDA ST,,DENVER,CO,80207,{18F5AAE1-907A-479B-A54F-C790363EB70E}
(303) 340-4656,M-F 7AM-10PM; SA-SU 8AM-10PM,YES,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.85420415,39.74004633,MOLINE CORNER STORE,0.0,11490 E COLFAX AVE,,AURORA,CO,80010,{6FEF07FF-7530-4992-AE1D-99C4B1E36FC3}
,,,541104,44511002,247.0,,1.0,A,,A,ESRI,CS,-104.91284494,39.80544032,MONACO FOOD STORE,0.0,5990 MONACO ST,,COMMERCE CITY,CO,80022,{4F53BF2F-F682-4A31-A359-FA09B90F61B6}
(303) 377-8883,,,,,0.0,,0.0,,,,DEH,CS,-104.9108109,39.74007358,MONACO GROCERY,126225.0,6622 E COLFAX AVE,,DENVER,CO,80220,{3A17EB40-7C5F-4EB8-85EA-49EC8ED2D481}
,M-F 8:30AM-7PM; SA-SU 8:30AM-5PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.99677024,39.72893821,MR. G's NEIGHBORHOOD GROCERY,67567.0,711 W 8TH AVE,,DENVER,CO,80204,{E30135C7-54FD-4E3C-A77F-063406CC60CD}
(303) 288-8052,7:30AM-9PM,YES,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-104.91258118,39.81291765,NEELY'S FOOD MARKET,0.0,6501 E 64TH AVE,,COMMERCE CITY,CO,80022,{30121F00-CC6E-4D00-9382-1BAE6CA8E84D}
(720) 328-5973,SU-TH 8AM-10PM; F-SA 8AM-12PM,YES,541101,44511001,741.0,,3.0,A,,A,ESRI,CS,-104.96877057,39.75827855,PAPA'S CORNER MARKET,261464.0,1527 E 29TH AVE,,DENVER,CO,80205,{A6DE39E0-7D3A-4A10-A9C2-15CC53572A57}
(303) 360-7224,7:30AM-7:30PM,YES,541101,44511001,741.0,,3.0,A,,A,ESRI,CS,-104.88466443,39.73351998,PAYMON MARKET,0.0,1124 YOSEMITE ST,,DENVER,CO,80220,{C14BC206-62EB-41F3-B180-71A1AE30E546}
(303) 534-5499,,,,,0.0,,0.0,,,,DEH,CS,-105.03839857,39.72583829,PERRY MARKET,163682.0,3925 W 6TH AVE,,DENVER,CO,80204,{5177E721-F589-4D88-88E3-F46F34A776E2}
(303) 364-2002,8AM-10PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.87523096,39.74733911,PRICE SAVERS FOOD MART,0.0,9698 MONTVIEW BLVD,,AURORA,CO,80010,{A7604C1A-F1AC-4C1F-B1B7-C308A1562053}
,,,,,0.0,,0.0,,,,DEH,CS,-105.03396109,39.74036844,Q SUPRETTE K,53752.0,3519 W COLFAX AVE,,DENVER,CO,80204,{6BD04539-5E3E-412C-8B26-CDC90E203C49}
(720) 240-6799,,,,,0.0,,0.0,,,,DEH,CS,-105.02512581,39.71636082,QUICK STOP,77442.0,1 S FEDERAL BLVD,,DENVER,CO,80219,{BDE38C04-3021-4B09-A0E5-B86D97A58125}
,,,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-105.05550045,39.69676335,RAUL CONVENIENCE STORE,0.0,5300 W MISSISSIPPI AVE,,LAKEWOOD,CO,80226,{122D15F7-87F1-4F46-897D-A8326D7A7D82}
(303) 628-0622,,,541105,44511003,494.0,,2.0,A,,A,ESRI,CS,-105.00249342,39.7289981,RIO GRANDE GROCERY STORE,69384.0,1133 W 8TH AVE,,DENVER,CO,80204,{FBB1D57D-8641-44CA-843D-6121999311B9}
(303) 295-2477,8AM-MIDNIGHT,NO,,,0.0,,0.0,,,,DEH,CS,-104.96049225,39.76453663,ROYAL CONVENIENCE STORE,179732.0,2239 BRUCE RANDOLPH AVE,,DENVER,CO,80205,{1284337C-9214-43E6-9BE9-BA3B3E5487FD}
(303) 820-2849,M-SA 7AM-10PM; SU 8AM-10PM,YES,,,0.0,,0.0,,,,DEH,CS,-105.03211479,39.73327004,VILLA PARK MINI MART,69888.0,1000 N KNOX CT,,DENVER,CO,80204,{F87AF125-2584-4B82-B536-CCF39FB30564}
(303) 337-2075,9AM-8PM,NO,541105,44511003,988.0,,4.0,A,,A,ESRI,CS,-104.84724707,39.69509325,VILLAGE EAST GROCERY STORE,0.0,1161 S PEORIA ST,,AURORA,CO,80012,{AACABA3A-517F-42AC-B91C-34AD08A04A4A}
(303) 333-1714,M-SA 6AM-7:30PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.96464275,39.73994742,VINCENT CONVENIENCE MARKET,177075.0,1906 E COLFAX AVE,,DENVER,CO,80206,{1C37F1DD-2D04-4A7E-952E-ABBB7866DD6D}
(303) 329-0335,M 10AM-5PM; TU-SU 10AM- 7PM,NO,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.92297091,39.76374913,W T SNACK SHOP,161202.0,5560 E 33RD AVE,,DENVER,CO,80207,{1BBD886B-3C69-4A22-B538-6449DC8E09F0}
(303) 369-1783,24 HOURS,NO,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.89246558,39.69181755,WESTERN CONVENIENCE STORE,0.0,1370 S PARKER RD,#B,DENVER,CO,80231,{A94C73F4-BEB0-46C5-8870-7DE464C854A0}
(303) 297-3656,24 HOURS,NO,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.97824508,39.78846084,WESTERN CONVENIENCE STORE,23858.0,5050 WASHINGTON ST,,DENVER,CO,80216,{37117AD8-7A9C-418F-8AC5-3981E4C77947}
(303) 433-1772,,,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-105.03459687,39.78773983,WITH ME CONVENIENCE STORE,26564.0,5001 LOWELL BLVD,,DENVER,CO,80221,{D86B1B6A-0818-408E-9558-2CCA0F2DAE59}
(303) 238-6764,8AM-10PM,YES,541101,44511001,247.0,,1.0,A,,A,ESRI,CS,-105.05331668,39.7188809,WON'S MARKET,0.0,105 SHERIDAN BLVD,,LAKEWOOD,CO,80226,{711CF6BB-99BD-465D-9526-D7E84416D894}
(303) 295-8996,6AM-10PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.95984386,39.76384582,YORK MARKET,39749.0,3349 N YORK ST,,DENVER,CO,80205,{D5C6382B-28F1-418D-B9FF-B70D09570628}
(303) 863-7023,,,541103,44512001,224.0,,1.0,A,,A,ESRI,CS,-104.98202297,39.73998602,ZAK MARKET,352702.0,424 E COLFAX AVE,,DENVER,CO,80203,{730E48E8-AB4D-4CFD-B489-7BB5215B48A7}
(303 )955-4725,7AM-9PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.82445074,39.79056398,Z-MART,2120.0,14125 E 52ND AVE,,DENVER,CO,80239,{B32FC8B1-6D99-445A-8111-B4F3787D8DD9}
(720) 859-6797,,,541103,44512001,224.0,,1.0,A,,A,ESRI,CSG,-104.88381097,39.74007358,37 CORNER MART,0.0,8950 E COLFAX AVE,,AURORA,CO,80010,{AE5FA402-68AE-403A-B355-9BABB3416042}
(303) 340-8300,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.8659665,39.72521222,7-ELEVEN,0.0,595 HAVANA ST,,AURORA,CO,80010,{B977100F-D1A6-4359-9A8F-A52C18395B54}
(303) 343-3456,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.86579115,39.74005525,7-ELEVEN,0.0,10502 E COLFAX AVE,,AURORA,CO,80010,{E20076BB-46DF-407B-8FC9-54396A8C7835}
(303) 321-2042,24 HOURS,YES,541103,44512001,1344.0,2,6.0,B,W,A,ESRI,CSG,-104.88474621,39.73302126,7-ELEVEN,125543.0,1103 YOSEMITE ST,,DENVER,CO,80220,{87C4C28C-19F3-426C-94A2-5AFD7110B9D9}
(303) 755-7677,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.84714533,39.67555109,7-ELEVEN,0.0,2220 S PEORIA ST,,AURORA,CO,80014,{7BD80568-3EC5-4EAA-8308-746EEBAC30D5}
(303) 695-7869,24 HOURS,YES,541103,44512001,1568.0,2,7.0,B,W,B,ESRI,CSG,-104.84738605,39.66128059,7-ELEVEN,0.0,3005 S PEORIA ST,#A,AURORA,CO,80014,{BEC3D697-DDCE-4A34-9CE9-43E465FACC0F}
(303) 750-9743,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,W,B,ESRI,CSG,-104.87210096,39.65444714,7-ELEVEN,148054.0,10010 E GIRARD AVE,,DENVER,CO,80231,{07250B82-8403-4876-A676-1AE0F7DC1760}
(303) 796-9685,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.89456051,39.63764792,7-ELEVEN,152000.0,4401 S TAMARAC PKWY,,DENVER,CO,80237,{0BD30BE0-FF7B-432F-BBE5-D7E1FC20E18F}
(303) 762-0785,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.98770461,39.64560031,7-ELEVEN,0.0,3900 S BROADWAY,,ENGLEWOOD,CO,80113,{630E41C6-1E2E-4BB4-A7E0-697FAA492AC8}
(303) 781-7074,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,W,B,ESRI,CSG,-104.97270043,39.6531479,7-ELEVEN,0.0,1277 E HAMPDEN AVE,,ENGLEWOOD,CO,80113,{776C68BD-4B2F-4C39-8218-5E9601904F99}
(303) 750-9684,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.89649202,39.69581429,7-ELEVEN,0.0,1120 S PARKER RD,,DENVER,CO,80231,{E62DC2FC-1F89-4D6A-9F95-B4F161D5647A}
(303) 759-8324,24 HOURS,YES,541103,44512001,2464.0,2,11.0,C,W,B,ESRI,CSG,-104.93953043,39.69660786,7-ELEVEN,362180.0,4085 E MISSISSIPPI AVE,#G,DENVER,CO,80246,{ECD590FD-2E6C-45B8-BD2E-60F32FBD0BB5}
(720) 740-9333,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.91598007,39.73835859,7-ELEVEN,126658.0,6201 E 14TH AVE,,DENVER,CO,80220,{0D040338-06B3-4DDD-9974-DAC47EE754EE}
(303) 377-7006,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.90354365,39.72692698,7-ELEVEN,246506.0,7295 E 7TH AVE,,DENVER,CO,80220,{737D9DA7-F490-4EEE-947E-91BD2343F19C}
(303) 399-5059,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.89909158,39.74023828,7-ELEVEN,22415.0,7675 E COLFAX AVE,,DENVER,CO,80220,{5117EDC7-6975-4063-B4A5-076345CB0575}
(303) 377-0052,24 HOURS,YES,541103,44512001,3360.0,2,15.0,C,W,B,ESRI,CSG,-104.94054515,39.74111133,7-ELEVEN,18975.0,1580 COLORADO BLVD,,DENVER,CO,80220,{867D849E-AE4C-4137-ABCA-2594506BC113}
(303) 394-3016,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,W,B,ESRI,CSG,-104.91274473,39.70321099,7-ELEVEN,0.0,750 S MONACO PKWY,,DENVER,CO,80224,{9C3973C9-F8A8-40B9-9C28-FF008DEC13E8}
(303) 321-7301,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.96755084,39.74325824,7-ELEVEN,58041.0,1645 E 17TH AVE,,DENVER,CO,80218,{C69B0D2A-798A-4EF3-BB07-B258740468D2}
(303) 831- 0270,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,W,B,ESRI,CSG,-104.97516062,39.73998259,7-ELEVEN,246304.0,1000 E COLFAX AVE,,DENVER,CO,80218,{AF595211-4513-4DFD-8673-A3E8FCBCE42E}
(303) 837-1391,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.97519249,39.73349895,7-ELEVEN,170647.0,1090 OGDEN ST,,DENVER,CO,80218,{D795CCF2-5657-49FC-B31B-D162EBB956CC}
(303) 399-0208,24HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.96382024,39.7400183,7-ELEVEN,58252.0,1975 E COLFAX AVE,,DENVER,CO,80206,{FB437C78-FC4E-412D-A6FA-7F928E0C3B30}
(303) 322-2357,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.95037095,39.74018761,7-ELEVEN,58486.0,3177 E COLFAX AVE,,DENVER,CO,80206,{FB534872-61F2-458F-B209-D439C4D6D6B6}
(303) 832-1711,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.97985526,39.74311081,7-ELEVEN,55597.0,1690 PEARL ST,,DENVER,CO,80203,{6CA3D3F6-2547-4FF0-95BA-E91CCA0A8B0D}
(303) 825-6360,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.99872596,39.73382059,7-ELEVEN,68815.0,1107 SANTA FE DR,,DENVER,CO,80204,{7D601884-475A-4DE1-8D44-DE3BBAFFE234}
(303) 893-2908,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.99862575,39.7210808,7-ELEVEN,78005.0,303 SANTA FE DR,,DENVER,CO,80223,{09C59055-0AD8-4169-953C-9F3A7A8DF1D1}
(303) 722-4960,24 HOURS,YES,541103,44512001,1792.0,2,8.0,B,W,B,ESRI,CSG,-104.98753645,39.72115105,7-ELEVEN,79399.0,303 BROADWAY,,DENVER,CO,80203,{91643E1E-B304-4D54-856C-A3ED8D051121}
(303) 733-9823,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,W,B,ESRI,CSG,-104.9593548,39.67271081,7-ELEVEN,110598.0,2410 S UNIVERSITY BLVD,,DENVER,CO,80210,{69DCB4D2-A968-4ECC-B6D9-CE556957E9CB}
(303) 871-9013,24 HOURS,YES,541103,44512001,2016.0,2,9.0,B,W,B,ESRI,CSG,-104.98076056,39.69303851,7-ELEVEN,104110.0,567 E LOUISIANA AVE,,DENVER,CO,80210,{3BA6FA1D-AFFB-4C60-ACC6-FD2BCDE9E231}
(303) 321-2702,5AM-MIDNIGHT,NO,541103,44512001,896.0,2,4.0,A,,A,ESRI,CSG,-104.94084576,39.71081156,A-B PETROLEUM,85520.0,303 S COLORADO BLVD,,DENVER,CO,80246,{A32E9DCE-B53B-4BB8-905C-84ACECDD1EDC}
(303) 595-4722,6AM-10PM,NO,541103,44512001,672.0,2,3.0,A,,A,ESRI,CSG,-104.99855434,39.72585145,A-B PETROLEUM,67871.0,620 SANTA FE DR,,DENVER,CO,80204,{EBBB34D3-458B-4A96-9894-C0F3AB9BB623}
(303) 831-4460,6:30AM-6PM,YES,541103,44512001,448.0,2,2.0,A,,A,ESRI,CS,-104.9872955,39.74169579,RUSSELL'S CONVENIENCE,351707.0,1560 BROADWAY,#102,DENVER,CO,80202,{25CEEB5A-0C27-4CC8-9151-A3FD2882E297}
(303) 830-0750,6:30AM-6PM,YES,541103,44512001,672.0,2,3.0,A,,A,ESRI,CS,-104.98751457,39.68507052,RUSSELL'S CONVENIENCE,365545.0,1740 S BROADWAY,,DENVER,CO,80210,{4E4BAA71-6A5D-4246-A92B-313537721414}
(303) 595-0295,6:30AM-6PM,YES,541103,44512001,448.0,2,2.0,A,,A,ESRI,CS,-104.99038825,39.74562744,RUSSELL'S CONVENIENCE,0.0,600 17TH ST,#100N,DENVER,CO,80202,{1FDB3754-1CEA-42DF-9AF7-E026DC221F57}
(303) 839-5222,6:30AM-6PM,YES,541103,44512001,448.0,2,2.0,A,,A,ESRI,CS,-104.9849058,39.74470026,RUSSELL'S CONVENIENCE,0.0,1775 SHERMAN ST,#102,DENVER,CO,80203,{83811407-CD17-4E7A-B1C6-6013665AA150}
(303) 293-2240,6:30AM-6PM,YES,541103,44512001,896.0,2,4.0,A,,A,ESRI,CS,-104.98922841,39.74747374,RUSSELL'S CONVENIENCE,55118.0,1801 CALIFORNIA ST,,DENVER,CO,80202,{00A0591A-4910-4EE3-B81F-9F931D200EBC}
(303) 904-1376,6:30AM-6PM,YES,541103,44512001,448.0,2,2.0,A,,A,ESRI,CS,-104.99538811,39.7494571,RUSSELL'S CONVENIENCE,350281.0,1200 17TH ST,#160,DENVER,CO,80202,{E2EF5797-05ED-487E-8D70-88C5D2108E9D}
(303) 298-1661,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.99194315,39.74876488,RUSSELL'S CONVENIENCE,55115.0,999 18TH ST,,DENVER,CO,80257,{4C99EEF4-12FA-42FC-B64E-DD83CED4574C}
(303) 293-2671,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.99103209,39.74619412,RUSSELL'S CONVENIENCE,55134.0,707 17TH ST,,DENVER,CO,80202,{E2EAA3FE-7C49-47DC-90C7-7AB3B05AF4D6}
(303) 623-9300,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.98879189,39.74264434,RUSSELL'S CONVENIENCE,55306.0,303 16TH ST,,DENVER,CO,80202,{85EABFE7-12D6-4F8B-A499-46F65743443C}
(303) 573-5233,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.99049997,39.74015766,RUSSELL'S CONVENIENCE,168091.0,201 W COLFAX AVE,,DENVER,CO,80202,{C904422E-43F1-4113-B7FD-7F5CA9285BE9}
(303) 904-1376,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.98735447,39.74351163,RUSSELL'S CONVENIENCE,55711.0,1700 N BROADWAY,,DENVER,CO,80202,{06F450A5-A0F5-4B14-96F9-10D5470145E5}
(303) 595-0896,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.98741667,39.74263974,RUSSELL'S CONVENIENCE,55298.0,1625 N BROADWAY,,DENVER,CO,80202,{E39F2710-B6CC-40D2-9EBB-2AF96F2294C6}
(303) 830-0750,6:30AM-6PM,YES,,,0.0,,0.0,,,,DEH,CS,-104.99423864,39.74858751,RUSSELL'S CONVENIENCE,172591.0,1050 17TH ST,,DENVER,CO,80290,{FFFCECA3-92CD-4DD2-BDBA-5E4005A33AD6}
(303) 597-0048,10AM-8PM,YES,541105,44511003,494.0,,2.0,A,,A,ESRI,CS,-104.8456211,39.67496692,S M GROCERY,0.0,12203 E ILIFF AVE,,AURORA,CO,80014,{FFD08EF0-920C-4A2C-9DA9-DDB71285B725}
(303) 329-2556,8AM-9PM,YES,541105,44511003,988.0,,4.0,A,,A,ESRI,CS,-104.95704614,39.76454356,SAHARA MINI MARKET,271461.0,2521 BRUCE RANDOLPH AVE,,DENVER,CO,80205,{F8017DEB-B451-4713-AF60-FCCC49091D0F}
(303) 577-2116,,,541105,44511003,988.0,,4.0,A,,A,ESRI,CS,-104.84292656,39.69674717,SALEM GROCERY,0.0,12507 E MISSISSIPPI AVE,,AURORA,CO,80012,{9AF3A5BF-4F48-44F4-A989-5EC26C06082A}
(303) 433-6053,9AM-8:30PM,YES,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-105.01320027,39.76206595,SALWAN MARKET,295720.0,2215 W 32ND AVE,,DENVER,CO,80211,{7A736102-A0BE-443F-BEF2-70815F91421F}
(303) 364-9741,6AM-7PM,,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.85137005,39.74743804,SAMS 88,0.0,11701 MONTVIEW BLVD,,AURORA,CO,80010,{C7347843-7120-4F6B-89A1-4EA04C9E25BF}
(303) 534-0225,8AM-10PM,NO,,,0.0,,0.0,,,,DEH,CS,-104.99171386,39.70402,SANTA FE CONVENIENCE STORE,67857.0,698 N SANTA FE DR,,DENVER,CO,80223,{EEA57FBD-6F60-493F-856C-1B3828A67454}
,,,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-104.96631038,39.76071341,SCOTT'S MARKET,222059.0,1736 E 31ST AVE,,DENVER,CO,80205,{6F6016E1-FA2E-4A38-8C91-7436C1372776}
(303) 537-5300,,,541101,44511001,741.0,,3.0,A,,A,ESRI,CS,-104.86986066,39.7402475,SELENA MINI MARKET,0.0,10155 E COLFAX AVE,,AURORA,CO,80010,{EBC28482-0306-40E9-95A8-01ADE8778E1C}
(720) 335-6809,,,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.90015337,39.65317371,SEVEN DAYS MINI MART,,7777 E HAMPDEN AVE,#201,DENVER,CO,80231,{FE115E17-EBFB-4F83-9448-AA35BECC0082}
(303) 788-1889,M-F 7AM-7PM; SA 8AM-7PM; SU 10AM-6PM,YES,541103,44512001,672.0,,3.0,A,,A,ESRI,CS,-104.98298579,39.6528922,SHOP-N-GO,0.0,3501 S LOGAN ST,,ENGLEWOOD,CO,80113,{B2261E4E-B1C2-4EA2-ABB8-29E9324290AF}
(303) 296-0878,9AM-8:30PM,YES,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-104.96588903,39.76318698,STAR SAM'S GROCERY,179196.0,1800 E 33RD AVE,,DENVER,CO,80205,{F456CBA7-07FC-4790-932E-7BCBCEB3E0C6}
(303) 295-7542,7AM-9PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.95895743,39.78019432,STOP N SHOP,261156.0,2331 E 46TH AVE,,DENVER,CO,80216,{B07A726A-61EE-41DD-BEC6-B9D0794BF784}
(303) 297-8608,,,,,0.0,,0.0,,,,DEH,CS,-104.99309953,39.75126308,SUNLITE CONVENIENCE STORE,55106.0,1875 LAWRENCE ST,,DENVER,CO,80202,{167950FE-B55A-4166-9EDC-0AAE03504197}
(303) 433-2557,M-F 6:30AM-9PM; SA 10AM-9PM; SU 8:30AM-5:30PM,YES,,,0.0,,0.0,,,,DEH,CS,-105.00166529,39.78043066,SUNNYSIDE DRUG,32003.0,4600 N LIPAN ST,,DENVER,CO,80211,{3F5819C3-818D-4F44-970F-7E581E139ECD}
(303) 292-2574,8AM-7:30PM,YES,541105,44511003,494.0,,2.0,A,,A,ESRI,CS,-104.95110578,39.78930048,SWANSEA CORNER STORE,223246.0,5101 SAINT PAUL ST,,DENVER,CO,80216,{9F489F8B-E416-456E-888C-81B043FA3D33}
(303) 322-2080,8AM-9PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CS,-104.89880594,39.7337607,SYRACUSE MARKET,246282.0,1131 SYRACUSE ST,,DENVER,CO,80220,{88412DB1-7943-40C6-A84B-949E6209025B}
(303) 366-6858,,,541101,44511001,494.0,,2.0,A,,A,ESRI,CS,-104.8788065,39.73962093,T JOY MART,0.0,1481 CHESTER ST,,AURORA,CO,80010,{D18BAC1A-EC15-4FD1-8F72-078B9F97EE79}
(720) 855-7792,M-F 9AM-8PM; SU 9AM-7PM,YES,,,0.0,,0.0,,,,DEH,CS,-105.0112647,39.77634509,TEJON MARKET,182909.0,4385 N TEJON ST,,DENVER,CO,80211,{F65A0842-51C2-4BBD-B3BC-5E82A19A17B2}
(303) 455-3544,7AM-10PM,YES,541103,44512001,224.0,,1.0,A,,A,ESRI,CS,-105.04433053,39.77111279,TENNISON SUN MART,351280.0,4400 W 39TH AVE,,DENVER,CO,80212,{3471A170-53C4-4598-B73B-8819F8856D9F}
(303) 722-8192,,,541101,44511001,494.0,,2.0,A,,A,ESRI,CS,-104.99396452,39.72114069,THIRD AVE MARKET,180777.0,300 ELATI ST,,DENVER,CO,80223,{7B8151B7-059E-4FE6-922C-EC24212BF8B1}
(303) 322-5194,8AM-9PM,YES,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-104.95090726,39.76452951,TOMMY'S MARKET,246302.0,3119 BRUCE RANDOLPH AVE,,DENVER,CO,80205,{A8616DC8-6487-4F81-9BDA-DE5DEBA05DCC}
(303) 297-0378,M-TH 8:30AM-10PM; F-SA 9AM-10PM; SU 10AM-4PM,YES,541105,44511003,247.0,,1.0,A,,A,ESRI,CS,-104.97340647,39.75755063,TOWN GROCERY,40993.0,2815 DOWNING ST,,DENVER,CO,80205,{0934D4E0-7D50-4A67-B856-EBF33755E6BB}
(303) 377-4817,8:30AM-8PM,YES,541101,44511001,247.0,,1.0,A,,A,ESRI,CS,-104.89127484,39.74003741,T'S FOOD MARKET,270259.0,8332 E COLFAX AVE,,DENVER,CO,80220,{E49EC288-85FC-4717-9399-5C9FC39ED3EA}
(303) 871-9278,6:30AM-9:30PM,NO,541103,44512001,896.0,,4.0,A,,A,ESRI,CS,-104.96844001,39.67846278,UNIVERSITY MART,112001.0,1600 E EVANS AVE,,DENVER,CO,80210,{23C561C8-B96E-460E-8B09-6E21A86B8AA9}
(303) 861-1556,M-SA 8AM-10PM; SU 8AM-9PM,YES,541101,44511001,741.0,,3.0,A,,A,ESRI,CS,-104.98115756,39.74752208,UPTOWN MARKET,166515.0,1999 PENNSYLVANIA ST,,DENVER,CO,80203,{F6C2FD12-BA02-4762-84F5-10647797C1A6}
(303) 993-7701,,,541103,44512001,224.0,,1.0,A,,A,ESRI,CS,-104.9776093,39.75514342,UPTOWN MARKET,352868.0,2721 WELTON ST,,DENVER,CO,80205,{046967C7-9C8C-4712-9F2A-C81372E17AFD}
